Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2017,DPEMWATER,DPEMWATER,C,N,Not applicable,YES,YES
AHS2017,DPEVACPETS,DPEVACPETS,C,1,Yes,YES,YES
AHS2017,DPEVACPETS,DPEVACPETS,C,2,No,YES,YES
AHS2017,DPEVACPETS,DPEVACPETS,C,3,No pets,YES,YES
AHS2017,DPEVACPETS,DPEVACPETS,C,M,Not reported,YES,YES
AHS2017,DPEVACPETS,DPEVACPETS,C,N,Not applicable,YES,YES
AHS2017,DPEVFIN,DPEVFIN,C,1,Yes,YES,YES
AHS2017,DPEVFIN,DPEVFIN,C,2,No,YES,YES
AHS2017,DPEVFIN,DPEVFIN,C,M,Not reported,YES,YES
AHS2017,DPEVFIN,DPEVFIN,C,N,Not applicable,YES,YES
AHS2017,DPEVINFO,DPEVINFO,C,1,Yes,YES,YES
AHS2017,DPEVINFO,DPEVINFO,C,2,No,YES,YES
AHS2017,DPEVINFO,DPEVINFO,C,M,Not reported,YES,YES
AHS2017,DPEVINFO,DPEVINFO,C,N,Not applicable,YES,YES
AHS2017,DPEVKIT,DPEVKIT,C,1,Yes,YES,YES
AHS2017,DPEVKIT,DPEVKIT,C,2,No,YES,YES
AHS2017,DPEVKIT,DPEVKIT,C,M,Not reported,YES,YES
AHS2017,DPEVKIT,DPEVKIT,C,N,Not applicable,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,1,Relatives / Friends,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,2,Shelter,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,3,Hotel,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,4,RV,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,5,Other,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,M,Not reported,YES,YES
AHS2017,DPEVLOC,DPEVLOC,C,N,Not applicable,YES,YES
AHS2017,DPEVSEP,DPEVSEP,C,1,Yes,YES,YES
AHS2017,DPEVSEP,DPEVSEP,C,2,No,YES,YES
AHS2017,DPEVSEP,DPEVSEP,C,M,Not reported,YES,YES
AHS2017,DPEVSEP,DPEVSEP,C,N,Not applicable,YES,YES
AHS2017,DPEVVEHIC,DPEVVEHIC,C,1,Yes,YES,YES
AHS2017,DPEVVEHIC,DPEVVEHIC,C,2,No,YES,YES
AHS2017,DPEVVEHIC,DPEVVEHIC,C,M,Not reported,YES,YES
AHS2017,DPEVVEHIC,DPEVVEHIC,C,N,Not applicable,YES,YES
AHS2017,DPFLDINS,DPFLDINS,C,0,Does not have flood insurance,YES,YES
AHS2017,DPFLDINS,DPFLDINS,C,1,Flood insurance required for purchase or refinancing,YES,YES
AHS2017,DPFLDINS,DPFLDINS,C,2,Flood insurance bought after a neighbor bought it,YES,YES
AHS2017,DPFLDINS,DPFLDINS,C,3,Flood insurance bought for other reasons,YES,YES
AHS2017,DPFLDINS,DPFLDINS,C,M,Not reported,YES,YES
AHS2017,DPFLDINS,DPFLDINS,C,N,Not applicable,YES,YES
AHS2017,DPGENERT,DPGENERT,C,1,Yes,YES,YES
AHS2017,DPGENERT,DPGENERT,C,2,No,YES,YES
AHS2017,DPGENERT,DPGENERT,C,M,Not reported,YES,YES
AHS2017,DPGENERT,DPGENERT,C,N,Not applicable,YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,1,"Family, friends, neighbors",YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,2,Radio,YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,3,Television,YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,4,Internet,YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,5,Other,YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,M,Not reported,YES,YES
AHS2017,DPGETINFO,DPGETINFO,C,N,Not applicable,YES,YES
AHS2017,DPMAJDIS,DPMAJDIS,C,1,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2017,DPMAJDIS,DPMAJDIS,C,2,Fire damage required extensive repairs to home,YES,YES
AHS2017,DPMAJDIS,DPMAJDIS,C,3,Flood damage required extensive repairs to home,YES,YES
AHS2017,DPMAJDIS,DPMAJDIS,C,4,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2017,DPMAJDIS,DPMAJDIS,C,M,Not reported,YES,YES
AHS2017,DPMAJDIS,DPMAJDIS,C,N,Not applicable,YES,YES
AHS2017,DPSHELTR,DPSHELTR,C,1,Yes,YES,YES
AHS2017,DPSHELTR,DPSHELTR,C,2,No,YES,YES
AHS2017,DPSHELTR,DPSHELTR,C,M,Not reported,YES,YES
AHS2017,DPSHELTR,DPSHELTR,C,N,Not applicable,YES,YES
AHS2017,DRIVEALL,DRIVEALL,N,.M,Not reported,YES,YES
AHS2017,DRIVEALL,DRIVEALL,N,.N,Not applicable,YES,YES
AHS2017,DRIVEPART,DRIVEPART,C,1,Yes,YES,YES
AHS2017,DRIVEPART,DRIVEPART,C,2,No,YES,YES
AHS2017,DRIVEPART,DRIVEPART,C,M,Not reported,YES,YES
AHS2017,DRIVEPART,DRIVEPART,C,N,Not applicable,YES,YES
AHS2017,DRYER,DRYER,C,1,Working electric power clothes dryer,YES,YES
AHS2017,DRYER,DRYER,C,2,Working piped gas powered clothes dryer,YES,YES
AHS2017,DRYER,DRYER,C,3,Working LP gas clothes dryer,YES,YES
AHS2017,DRYER,DRYER,C,4,Working other fuel source powered clothes dryer,YES,YES
AHS2017,DRYER,DRYER,C,5,Unit does not have a working clothes dryer,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,0,No down payment,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,1,Greater than zero to 2 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,2,3 to 5 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,3,6 to 10 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,4,11 to 15 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,5,16 to 20 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,6,21 to 40 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,7,41 to 99 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,8,100 percent,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,.M,Not reported,YES,YES
AHS2017,DWNPAYPCT,DWNPAYPCT,N,.N,Not applicable,YES,YES
AHS2017,ELECAMT,ELECAMT,N,0,Unit does not use electricity,YES,YES
AHS2017,ELECAMT,ELECAMT,N,1,Vacant home: billed separately,YES,YES
AHS2017,ELECAMT,ELECAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condo fee, other fee, or other utility bill",YES,YES
AHS2017,ELECAMT,ELECAMT,N,3,Occupied home: provided free of charge,YES,YES
AHS2017,ELECAMT,ELECAMT,N,833,$833 or more,YES,YES
AHS2017,ELECAMT,ELECAMT,N,.N,Not applicable,YES,YES
AHS2017,ENROLL1,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL1,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL1,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL1,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL10,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL10,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL10,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL10,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL11,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL11,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL11,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL11,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL12,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL12,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL12,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL12,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL13,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL13,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL13,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL13,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL14,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL14,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL14,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL14,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL15,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL15,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL15,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL15,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL16,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL16,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL16,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL16,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL17,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL17,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL17,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL17,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL18,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL18,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL18,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL18,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL2,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL2,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL2,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL2,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL3,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL3,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL3,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL3,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL4,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL4,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL4,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL4,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL5,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL5,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL5,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL5,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL6,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL6,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL6,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL6,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL7,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL7,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL7,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL7,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL8,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL8,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL8,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL8,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENROLL9,ENROLL,C,1,Yes,YES,YES
AHS2017,ENROLL9,ENROLL,C,2,No,YES,YES
AHS2017,ENROLL9,ENROLL,C,M,Not reported,YES,YES
AHS2017,ENROLL9,ENROLL,C,N,Not applicable,YES,YES
AHS2017,ENTRYSYS,ENTRYSYS,C,1,Yes,YES,YES
AHS2017,ENTRYSYS,ENTRYSYS,C,2,No,YES,YES
AHS2017,ENTRYSYS,ENTRYSYS,C,M,Not reported,YES,YES
AHS2017,ENTRYSYS,ENTRYSYS,C,N,Not applicable,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE1,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE10,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE11,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE12,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE13,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE14,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE15,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE16,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE17,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE18,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE2,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE3,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE4,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE5,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE6,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE7,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE8,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,0,Not a family,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,2,1st subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,5,4th subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,6,5th subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,7,6th subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,8,7th subfamily,YES,YES
AHS2017,FAMLINE9,FAMLINE,C,9,8th subfamily,YES,YES
AHS2017,FAMREL1,FAMREL,C,0,Not in a family,YES,YES
AHS2017,FAMREL1,FAMREL,C,1,Reference person of family,YES,YES
AHS2017,FAMREL1,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2017,FAMREL1,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2017,FAMREL1,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2017,FAMREL10,FAMREL,C,0,Not in a family,YES,YES
AHS2017,FAMREL10,FAMREL,C,1,Reference person of family,YES,YES
AHS2017,FAMREL10,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2017,FAMREL10,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2017,FAMREL10,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2017,FAMREL11,FAMREL,C,0,Not in a family,YES,YES
AHS2017,FAMREL11,FAMREL,C,1,Reference person of family,YES,YES
AHS2017,FAMREL11,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2017,FAMREL11,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2017,FAMREL11,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2017,FAMREL12,FAMREL,C,0,Not in a family,YES,YES
AHS2017,FAMREL12,FAMREL,C,1,Reference person of family,YES,YES
AHS2017,FAMREL12,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2017,FAMREL12,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2017,FAMREL12,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2017,FAMREL13,FAMREL,C,0,Not in a family,YES,YES
AHS2017,FAMREL13,FAMREL,C,1,Reference person of family,YES,YES
AHS2017,FAMREL13,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2017,FAMREL13,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2017,FAMREL13,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2017,FAMREL14,FAMREL,C,0,Not in a family,YES,YES
AHS2017,FAMREL14,FAMREL,C,1,Reference person of family,YES,YES
AHS2017,FAMREL14,FAMREL,C,2,Spouse of reference person of family,YES,YES
